2022-10-07 18:57:32.7312 | 从试管架取1样品移液管 
2022-10-07 18:58:23.3755 | 1净化管加液-5ml 
2022-10-07 19:05:55.7534 | 从移栽取1样品净化管到拧盖3 
2022-10-07 19:06:43.0391 | 从拧盖3取1样品净化管到振荡 振荡 
2022-10-07 19:15:53.1595 | 从试管架取2样品移液管 
2022-10-07 19:16:45.0223 | 2净化管加液-5ml 
2022-10-07 19:23:24.1158 | 从移栽取2样品净化管到拧盖3 
2022-10-07 19:24:11.2766 | 从拧盖3取2样品净化管到振荡 振荡 
2022-10-07 19:33:40.2264 | 从试管架取1样品移液管 
2022-10-07 19:41:21.2585 | 从移栽取1样品净化管到拧盖3 
2022-10-07 19:46:19.9225 | 从试管架取2样品移液管 
2022-10-07 19:51:33.5217 | 从移栽取2样品净化管到拧盖3 
2022-10-07 19:55:10.7362 | 从试管架取3样品移液管 
2022-10-07 19:56:04.8484 | 3净化管加液-5ml 
2022-10-07 20:02:51.9701 | 从移栽取3样品净化管到拧盖3 
2022-10-07 20:03:39.1486 | 从拧盖3取3样品净化管到振荡 振荡 
2022-10-07 20:52:53.2235 | 从试管架取1样品移液管 
2022-10-07 20:53:44.8051 | 1净化管加液-5ml 
2022-10-07 21:00:52.6575 | 从移栽取1样品净化管到拧盖3 
2022-10-07 21:01:39.8339 | 从拧盖3取1样品净化管到振荡 振荡 
2022-10-07 21:06:44.8245 | 从试管架取2样品移液管 
2022-10-07 21:07:36.7029 | 2净化管加液-5ml 
2022-10-07 21:13:47.1938 | 从移栽取2样品净化管到拧盖3 
2022-10-07 21:14:34.3546 | 从拧盖3取2样品净化管到振荡 振荡 
2022-10-07 21:20:18.2358 | 从试管架取1样品移液管 
2022-10-07 21:25:23.5562 | 从移栽取1样品净化管到拧盖3 
